a,b,lambda,SOC_dot,Hamiltonian
-3.8852321667022655e-05,0.5785641836667215,-183.2834963248784,0.025371766784653464,-4.072141645416448
-3.8650107451287584e-05,0.793949697641615,-182.32956289500493,0.022236554328187278,-3.2610969401434913
-3.8285681365709165e-05,1.1749282904916492,-180.61040470184975,-0.008547008547008546,2.717613061694443
-3.7925448281244326e-05,1.2689322048467822,-178.9110267398693,-0.008547008547008546,2.797007948608235
-3.764029078721452e-05,1.1729536886329068,-177.56581337123313,-0.008547008547008546,2.689609938761678
-3.817449280827851e-05,0.598121744474981,-180.0858793534788,0.02502588833842617,-3.9092016787713013
-4.00273994256789e-05,0.4230678391782865,-188.82685514667278,-0.008547008547008546,2.036607661642889
-3.994899173938622e-05,0.43071520649210737,-188.4569715910514,0.0348896937015868,-6.144862379727707
-4.193193156063628e-05,0.06531221627340422,-197.81137122141055,0.05477238043657234,-10.769287462945732
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.118332082849254e-05,0.2496288123419269,-194.27984500916028,-0.008547008547008546,1.9099453782567744
-3.8540340488752495e-05,0.8344832083377651,-181.81174383525277,0.00020355916445027072,0.7967724879151419
-3.815912195100026e-05,0.9571294310027407,-180.01336825651921,0.030563562602759227,-4.545530790962167
-3.7836047014131115e-05,0.8767579057953789,-178.4892816263425,-0.0019011004004122962,1.2153378571263782
-3.755173213801756e-05,0.8041551829751666,-177.14804325717014,0.021499052262971073,-3.005047737511191
-3.881716179937788e-05,0.5463111443411992,-183.1176317588518,-0.008547008547008546,2.1109459371892485
-4.120279019189547e-05,0.27076888390287834,-194.3716905628482,0.02641455225341139,-4.863692068028413
-4.1567486818301224e-05,0.18970406785413807,-196.09212501612294,0.031615195156596256,-6.009921505165478
-4.173227936246699e-05,0.07549317938826428,-196.86952395567363,0.0510073077045262,-9.966296312738681
-4.179194675808601e-05,0.06941137597605451,-197.15100131446468,0.05429510884205692,-10.634923698713312
-4.180684160652156e-05,0.0689760924699162,-197.2212668682718,0.054345934417137316,-10.64919794241792
-4.1777043060543666e-05,0.06984671094362749,-197.08069401553445,0.054244242126878034,-10.620646173768186
-4.1762130562861586e-05,0.07028209636243565,-197.01034520246847,0.05419333417153771,-10.60636537644494
-4.1777043060543666e-05,0.06984671094362749,-197.08069401553445,0.054244242126878034,-10.620646173768186
-4.179194675808601e-05,0.06941137597605451,-197.15100131446468,0.05429510884205692,-10.634923698713312
-4.179194675808601e-05,0.06941137597605451,-197.15100131446468,0.05429510884205692,-10.634923698713312
-4.171729436412601e-05,0.07159110988964312,-196.79883312510387,0.054040361857810165,-10.563489045385767
-4.1639685975444e-05,0.07392210730558235,-196.4327202080027,0.053784573740294814,-10.491128017728439
-4.162413158196088e-05,0.07438851500623267,-196.35934329000503,0.05373329005285888,-10.476645032584496
-4.167076222940489e-05,0.07298949631208995,-196.57932057147787,0.05388701474109385,-10.520083249117352
-4.174720931391092e-05,0.0707175312248034,-196.93995510581422,0.05414238487556669,-10.592081315491017
-4.173227936246699e-05,0.07115301452557554,-196.86952395567363,0.05409139413808711,-10.577793999538349
-4.167076222940489e-05,0.07298949631208995,-196.57932057147787,0.05388701474109385,-10.520083249117352
-4.157740406313216e-05,0.08846671174808984,-196.13890902359046,0.043938157320820834,-8.529530445641033
-4.157740406313216e-05,0.07578813177508359,-196.13890902359046,0.053579184990323055,-10.433174758600012
-4.162413158196088e-05,0.07438851500623267,-196.35934329000503,0.05373329005285888,-10.476645032584496
-4.156180697879521e-05,0.1067761676748128,-196.06533071405337,0.02598208347227803,-4.98744552845157
-4.1174904785447386e-05,0.23236503116131813,-194.24014283105402,0.027464831601807304,-5.102579593835249
-4.022015832422708e-05,0.37830720022076875,-189.7361836850489,-0.008547008547008546,1.999669273586576
-3.82920920677912e-05,0.5870306150270383,-180.64064680427663,-0.008547008547008546,2.1304660461252865
-3.923742939297327e-05,0.48413805184325026,-185.10021891559356,0.02671749557775985,-4.461684278123534
-3.934760473482763e-05,0.4677241826852886,-185.61996448027122,-0.008547008547008546,2.0538283000050734
-3.947594796564167e-05,0.44856945999978737,-186.22541597103472,0.02372743464742686,-3.9704540291200066
-3.8842231253849313e-05,0.5223534474390694,-183.23589540615518,0.012932707613424495,-1.8478225694879884
-3.814435509830584e-05,0.5950527981218234,-179.94370651495106,-0.008547008547008546,2.132529128426901
-3.885476551127351e-05,0.5188481363030543,-183.29502501349933,0.01617709932451877,-2.446769264600409
-3.919605835997702e-05,0.4804433161228565,-184.90505354968604,0.024142790927457625,-3.9840815176381477
-3.832381878212089e-05,0.5780419287155634,-180.79031567553218,0.028682862478424935,-4.608031672441387
-3.789299330921488e-05,0.6214014577985567,-178.75792235662814,-0.008547008547008546,2.1487188775986663
-3.6473347345728915e-05,0.7498914393299132,-172.06082770262998,-0.008547008547008546,2.219860953104291
-3.548613391707134e-05,0.933555031154213,-167.4037075857565,-0.008547008547008546,2.363568130647132
-3.833659762121775e-05,0.5767556917380103,-180.85059908223283,-0.008547008547008546,2.1219985979286307
-3.8762229579994697e-05,0.5338011865555472,-182.858492309855,-0.008547008547008546,2.0962427424239536
-3.8381937451289986e-05,0.5751815668441851,-181.06448701021026,-0.008547008547008546,2.122251859796577
-3.57519729847605e-05,0.8922536032655041,-168.6577874372219,0.00986030839295345,-0.77151869232738
-3.561871706079301e-05,0.9917948647239865,-168.0291606112644,-0.008547008547008546,2.4271033204626593
-3.55125967485415e-05,0.9262638211682195,-167.52854440544456,-0.008547008547008546,2.357349921129341
-3.588932541320968e-05,0.7998339331570415,-169.3057392772843,-0.008547008547008546,2.2462156139499583
-3.682051950658103e-05,0.7195235409132754,-173.69859154113016,0.03336236016622507,-5.076081508189283
-3.8302579680448005e-05,0.5781294032758897,-180.69012148773712,0.02450421795543253,-3.8500293245522332
-4.0269168937465556e-05,0.32694376030245975,-189.96738831234893,-0.008547008547008546,1.9503447871361868
-4.081870328082638e-05,0.21719803544147587,-192.55978360509815,0.002561229962017959,-0.27613153551337943
-3.9255611701283786e-05,0.47782800622392185,-185.1859928641091,-0.008547008547008546,2.0602139472059093
-3.896121965404199e-05,0.5099557591523729,-183.7972160447685,-0.008547008547008546,2.080443161176218
-3.8638479264232154e-05,0.5430727522220009,-182.27470762026357,0.028246641233246564,-4.606033175620198
-3.9150190055197494e-05,0.4799101814985164,-184.68867257398713,0.02075516771371812,-3.3537318977642685
-3.922784661655211e-05,0.4641494571987995,-185.05501274277913,-0.008547008547008546,2.0454357797164344
-4.018932817415749e-05,0.2991716062138672,-189.59074430190074,-0.008547008547008546,1.919391399980973
-4.052008824216949e-05,0.14081163148438536,-191.1510850771363,0.016813928219728953,-3.0732259266160282
-4.05536915593825e-05,0.10827421977662621,-191.30960670989847,0.05030406964977773,-9.515377560829691
-4.063840846333428e-05,0.10546904128985957,-191.70925362128014,0.05057491791581369,-9.590210724308292
-4.115777734584267e-05,0.08867598012896538,-194.15934516237564,0.05222724132851213,-10.051730995852312
-4.168628396817849e-05,0.07252329555568593,-196.65254344284085,0.05393817226164027,-10.534555468353961
-4.193193156063628e-05,0.06531221627340422,-197.81137122141055,0.05477238043657234,-10.769287462945732
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657235,-10.769287462945735
-4.193193156063628e-05,0.06531221627340422,-197.81137122141055,0.05477238043657235,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657235,-10.769287462945735
-4.193193156063628e-05,0.06531221627340422,-197.81137122141055,0.05477238043657234,-10.769287462945732
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657235,-10.769287462945735
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.1276288307917554e-05,0.21684399232072615,-194.71841351530958,0.028284560413787855,-5.290819362183972
-4.063097706478329e-05,0.3635660887088463,-191.67419644449794,-0.008547008547008546,2.0015343927069864
-3.99963578132465e-05,0.5057976577163659,-188.6804182025217,-0.008547008547008546,2.118048309574677
-3.937271169099473e-05,0.6443727761331386,-185.73840503956922,-0.008547008547008546,2.231351746346425
-3.876024992420521e-05,0.7808150554799063,-182.84915340244984,-0.008547008547008546,2.342975516144782
-3.815912195100026e-05,0.9174848611693143,-180.01336825651921,-0.008547008547008546,2.4552839841947063
-3.772911289188907e-05,0.6669613477448927,-177.9848263207083,0.03528330829175492,-5.613501238874536
-3.801402906546164e-05,0.6176406244490162,-179.32890127456767,-0.008547008547008546,2.1498339897945025
-3.99047864425725e-05,0.4311439576401306,-188.24843575564748,0.022661099650562042,-3.8351418647920745
-4.151495283401672e-05,0.10173783228721212,-195.8442990973112,0.033071216215444024,-6.375099660278624
-4.162413158196088e-05,0.07438851500623267,-196.35934329000503,0.05373329005285888,-10.476645032584496
-4.171729436412601e-05,0.07159110988964312,-196.79883312510387,0.054040361857810165,-10.563489045385767
-4.1777043060543666e-05,0.06984671094362749,-197.08069401553445,0.054244242126878034,-10.620646173768186
-4.173227936246699e-05,0.11167897647549874,-196.86952395567363,0.011570991026081702,-2.1663441961268712
-4.170179470013906e-05,0.11655837547339831,-196.72571439021968,-0.0019167191627794983,0.4935739676929122
-4.159069686301115e-05,0.1616695119274365,-196.2016170094362,0.02294771092531464,-4.34081048282506
-4.094328705532474e-05,0.29421898799933055,-193.1475000862638,-0.008547008547008546,1.9448135997615459
-3.646422091468146e-05,0.7934725704119018,-172.01777431175844,0.008638270418775493,-0.6931383773405226
-4.1499314021585004e-05,0.07812206341769046,-195.77052393798385,0.053321490220028585,-10.360654014111386
-4.1881181391540346e-05,0.0668004823945424,-197.57196034371432,0.0545994486651139,-10.720519624058007
-4.193193156063628e-05,0.06531221627340422,-197.81137122141055,0.05477238043657235,-10.769287462945734
-4.1931931560636284e-05,0.065312216273404,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.193193156063629e-05,0.06531221627340389,-197.81137122141055,0.05477238043657234,-10.769287462945734
-4.1753825899941385e-05,0.16107914073416263,-196.97116845341841,0.00732405797147844,-1.2816566147472872
-3.846737144743542e-05,0.6148682421846559,-181.46751676098916,0.03667273808619645,-6.040558007492613
-3.8660425974473196e-05,0.5222466980792012,-182.37823990902166,-0.008547008547008546,2.080596017956945
-3.8123056573813675e-05,0.9014802344182848,-179.843232003567,0.009890829023243588,-0.8780819483694481
-3.7729112891889065e-05,1.3313982801707027,-177.9848263207083,-0.008547008547008546,2.851502252287644
-3.722857299060496e-05,1.525127723958143,-175.62355936879393,-0.008547008547008546,3.0248831399645146
-3.643630667260583e-05,1.9392546667934467,-171.88609054961233,-0.008547008547008546,3.4067178985149678
-3.5565603098287716e-05,2.362380188891273,-167.77859867999288,-0.008547008547008546,3.7943824490724722
-3.4798152522254674e-05,2.466571648213613,-164.15819663458709,-0.008547008547008546,3.867547316794671
-3.4146622042775214e-05,2.465886975442033,-161.08464068946708,-0.008547008547008546,3.8405986695130863
-3.389363498017748e-05,1.5712251069129608,-159.8911894008826,-0.008547008547008546,2.9364989437942883
-3.345719245811588e-05,2.175171719512128,-157.83229798961813,-0.008547008547008546,3.522338671140208
-3.3208008005668995e-05,1.6770591685139769,-156.65678528626242,-0.008547008547008546,3.0146046633916104
-3.2892818193292634e-05,1.9224103615771835,-155.16989625776463,-0.008547008547008546,3.2470418093345748
-3.262766628636204e-05,1.7456871455041485,-153.9190580459315,-0.008547008547008546,3.059780429136779
-3.2339103824195365e-05,1.8154393979508443,-152.5577819444184,-0.008547008547008546,3.1178413990328324
-3.218658298811084e-05,1.216390396300433,-151.8382740514381,0.02254784799866165,-2.2082358553078185
-3.3533134881653534e-05,1.0484521784138086,-158.19055181610125,-0.008547008547008546,2.3996488357194288
-3.534569436672477e-05,0.8688439571615876,-166.7411924333596,0.020696916072915055,-2.5828838516318284
-3.823933657446071e-05,0.2731886279584109,-180.39177592982747,0.013673727652817075,-2.1935236782576313
-3.826297390967153e-05,0.20029363849301762,-180.5032836404382,0.04143774248408904,-7.279354946531943
-3.827474387132225e-05,0.19967039391285224,-180.55880772832694,0.04150162672300688,-7.293813845979344
-3.8298185855605094e-05,0.1984247773322919,-180.6693938826632,0.041629151189378974,-7.322688735902555
-3.8298185855605094e-05,0.1984247773322919,-180.6693938826632,0.041629151189378974,-7.322688735902555
-3.8298185855605094e-05,0.1984247773322919,-180.6693938826632,0.041629151189378974,-7.322688735902555
-3.8298185855605094e-05,0.1984247773322919,-180.6693938826632,0.041629151189378974,-7.322688735902555
-3.8298185855605094e-05,0.1984247773322919,-180.6693938826632,0.041629151189378974,-7.322688735902555
-3.827474387132225e-05,0.19967039391285224,-180.55880772832694,0.04150162672300688,-7.293813845979344
-3.825117144225191e-05,0.20091717011374455,-180.44760620853916,0.0413737764917966,-7.264881757638082
-3.804912012468906e-05,0.38272453028587655,-179.4944412410169,-0.002627148016392422,0.8540771266673903
-3.726102938574226e-05,0.5884461160480134,-175.77667046548095,0.012660636424899376,-1.637420325717662
-3.6296489624723076e-05,0.7478757996116502,-171.22651201524872,-0.008547008547008546,2.210771737529062
-3.605917984770224e-05,0.7815340062142371,-170.10701738074192,-0.008547008547008546,2.2348306607807613
-3.413103445267806e-05,1.0101875388940997,-161.01110716844366,-0.008547008547008546,2.385531385760204
-3.193023730609459e-05,1.2178595644069152,-150.62897867726795,0.0291735308316981,-3.177515094024966
-3.176534073123322e-05,1.2355785763787372,-149.85108897914432,-0.008547008547008546,2.515347393768727
-3.13808942090372e-05,1.4524277429622785,-148.03748557747682,-0.008547008547008546,2.7165133887202533
-3.129383729053234e-05,1.7333947910430563,-147.62679978785076,-0.008547008547008546,2.9937324477052387
-3.117093962378194e-05,2.0684570123548256,-147.0470374188191,-0.008547008547008546,3.3235560110162345
-3.1068657528387086e-05,2.0453400351435307,-146.5645277707192,-0.008547008547008546,3.296335836361508
-3.101303253175363e-05,1.7164569580778806,-146.30212018659128,-0.008547008547008546,2.96549015024667
-3.0982259609688675e-05,1.4865449170468032,-146.15695077312782,0.027300551047203515,-2.5048368745929785
-3.2144284175863006e-05,1.243781931370334,-151.6387319425864,0.023409329583304946,-2.3069915970467374
-3.468099110136304e-05,0.9839295415604149,-163.60549466121861,-0.008547008547008546,2.3814856116958376
-3.6725300353445055e-05,0.6660185171462356,-173.2494008993482,-0.008547008547008546,2.1463137453819163
-3.659135166618892e-05,0.6944135293724111,-172.6175060041435,0.026316642640064104,-3.8487980239073156
-3.680207543961124e-05,0.6486703800945741,-173.61158276183392,0.029333343831549695,-4.444387536159934
-3.7214618625227216e-05,0.5369125091015439,-175.55773048738862,-0.008547008547008546,2.0370770042005883
-3.7417752603948554e-05,0.4444750521060288,-176.5160028439687,0.018647434983715207,-2.8473198800359096
-3.752840241981693e-05,0.2518018602393386,-177.03798671133384,0.03574371924812042,-6.076194233023052
-3.7507559681386995e-05,0.2541955431092823,-176.9396623433635,0.03545419986391267,-6.019058609465549
-3.749919368181727e-05,0.2553791962309402,-176.9001962423563,0.03530872344005195,-5.990740909381335
-3.748637158121146e-05,0.25715808602075596,-176.83970875206646,0.03508959945441861,-5.948076461725301
-3.748202486165493e-05,0.25775195030620546,-176.8192033633618,0.03501631319410752,-5.9338046533978615
-3.748202486165493e-05,0.25775195030620546,-176.8192033633618,0.03501631319410752,-5.9338046533978615
-3.749068198138262e-05,0.2565646708557263,-176.86004280624783,0.03516276283903782,-5.9623230700424426
-3.74906819813826e-05,0.2881668278074544,-176.86004280624783,-0.008547008547008546,1.7997539462885734
-3.73250575015932e-05,0.47847104253182093,-176.0787192603156,0.00824187415088135,-0.9730034870972935
-3.664434179245353e-05,0.6852586825993693,-172.86748374539349,0.029877629294078778,-4.480090621530631
-3.5510671029145285e-05,0.8866775672091639,-167.51945993972444,-0.008547008547008546,2.3177853388131266
-3.412390944281655e-05,1.0638358985051561,-160.9774953619235,-0.008547008547008546,2.4388612461504273
-3.3415285745154566e-05,1.1388076412758141,-157.63460558562497,0.012569916410659973,-0.843565060003822
-3.3658562201595494e-05,1.1100569491425658,-158.78224767229827,-0.008547008547008546,2.466276391456863
-3.301429339699436e-05,1.1717733144215712,-155.742948242716,0.02281901219451195,-2.3830761659413033
-3.521467338381617e-05,0.9178353632554005,-166.12310880775453,0.03195651510610143,-4.391598478576884
-3.4284664933428575e-05,1.0271726582869132,-161.73584974354972,-0.008547008547008546,2.408707954588838
-3.4251295442032636e-05,1.0276761415342248,-161.57843117005925,-0.008547008547008546,2.4078643506260367
-3.393609036968668e-05,1.0605095993340083,-160.0914701535716,0.01994399824589423,-2.133208839301876
-3.557808285115748e-05,0.8595771511637936,-167.83747116535994,-0.008547008547008546,2.293417979269676
-3.572551188692411e-05,0.8384733484872092,-168.53295879585573,0.02839953021676465,-3.948430979419172
-3.4934290230675804e-05,0.9454710455408742,-164.80041810579607,-0.008547008547008546,2.353272901146655
-3.693905637183937e-05,0.619876460979957,-174.257782090765,-0.0011829249170286652,0.8255863433509272
-3.750045103446051e-05,0.4341476914981199,-176.90612772800856,0.009708106160539631,-1.2834976774349385
-3.762836461786024e-05,0.24214186324276488,-177.50955238288344,0.036883349988069664,-6.305005083520711
-3.7650392958973765e-05,0.24031459615275597,-177.61346976038294,0.03709386290475513,-6.34805510117676
-3.767925529406918e-05,0.23788376893385432,-177.74962609445342,0.0373730456110312,-6.405161114437894
-3.770844966127429e-05,0.23545383910009365,-177.88734877008432,0.03765054118106891,-6.462101111359134
-3.774337875779923e-05,0.23299165808085054,-178.05212468719859,0.03792637983687278,-6.519880853568076
-3.7786240349365295e-05,0.22992203515904708,-178.25432167371227,0.038268892722006696,-6.591673478206321
-3.776063050049193e-05,0.23176271280055993,-178.1335087482458,0.03806368702149288,-6.548655412233033
-3.779470525009282e-05,0.22930921715145702,-178.2942543350029,0.03833709503171421,-6.605974554898172
-3.7803134163552335e-05,0.2286967741137853,-178.3340172285002,0.03840519827152794,-6.620256516104844
-3.7819883718667436e-05,0.22747302344329046,-178.41303224979407,0.03854110926025859,-6.648763145950062
-3.783648839582682e-05,0.2644981111919176,-178.49136381800716,-0.008547008547008546,1.7900203264798327
-3.688106432667309e-05,0.6448693208938479,-173.98420809722668,-0.008547008547008546,2.1314505159012103
-3.5298764830490085e-05,0.888965172132251,-166.5198051619451,0.024724988586590568,-3.228938146665476
-3.3275838699026105e-05,1.110687646285021,-156.97677251233125,0.002227941499120005,0.7600495498113371
-3.1256489662915914e-05,1.3016291667711324,-147.45061459542342,-0.008547008547008546,2.56082838501963
-3.119419719437738e-05,1.5295126548779208,-147.15675361263712,0.028127522877409855,-2.6108977465298446
-3.113687989937589e-05,1.6445560039449374,-146.88636271250675,-0.008547008547008546,2.8986424179391337
-3.108003722594916e-05,1.7160830419562947,-146.6182108111762,-0.008547008547008546,2.9678174106687196
-3.0982259609688675e-05,2.071347862109138,-146.15695077312782,-0.008547008547008546,3.3188389909140716
-3.0930873075420896e-05,1.721000512629893,-145.91453788091982,-0.008547008547008546,2.96671813198949
-3.09102847758353e-05,1.3868606846088467,-145.81741381291414,0.011872697280009375,-0.3455162505757654
-3.087006975431266e-05,1.4149087476790028,-145.62770186178483,0.0032649095817205665,0.9382931779514911
-3.449792904780091e-05,1.0156632816437734,-162.74191040725876,-0.008547008547008546,2.4058120907440177
-3.664128875272731e-05,0.68426950289018,-172.85308121367046,0.033622023299853566,-5.127882251268721
-3.755836649898655e-05,0.24878608679244707,-177.17934045697788,0.03610297860162697,-6.147915850376205
-3.7598780549655816e-05,0.2445817556706521,-177.36999131616497,0.03660113925137701,-6.247361995507832
-3.766489702775043e-05,0.2390983844545258,-177.68189183459785,0.037233667074664634,-6.3766500213114625
